,IndustrialProdGrowth,CreditPremium,Yield spread,Yield Curve PCA,SP500 Return,Portfolio Estimated Return,Value
0,0.04669200852540634,0.827826087,1.1555,-1.1398266468632747,0.15,3.436172064345248,8461.067830522039
0,2.0,0.827826087,1.1555,-1.1398266468632747,0.012856251137934427,1.9637501487354214,4835.445635291306
0,0.04669200852540634,2.0,1.1555,-1.1398266468632747,0.012856251137934427,2.846990882340031,7010.295909889716
0,0.04669200852540634,0.827826087,1.0,-1.1398266468632747,0.012856251137934427,1.3390921181711155,3297.3171980321563
0,0.04669200852540634,0.827826087,1.1555,-3.0,0.012856251137934427,2.5557493512603693,6293.1565165806505
0,2.0,2.0,1.0,-3.0,0.15,6.952951114021292,17120.61849535107
