DATE,CPIAUCSL,INDPRO,DGS3MO,WTISPLC_PCH,USD3MTD156N,HOUST_PCH
1965-08-01,31.55,32.8713,.,0.00000,.,-6.34402
1965-09-01,31.62,32.9544,.,0.00000,.,3.49162
1965-10-01,31.65,33.2868,.,0.00000,.,-2.02429
1965-11-01,31.75,33.4252,.,0.00000,.,0.55096
1965-12-01,31.85,33.8406,.,0.00000,.,13.42466
1966-01-01,31.88,34.1729,.,0.00000,.,-17.27053
1966-02-01,32.08,34.3945,.,0.00000,.,0.58394
1966-03-01,32.18,34.8652,.,0.00000,.,1.16110
1966-04-01,32.28,34.9206,.,0.00000,.,-3.01291
1966-05-01,32.35,35.2529,.,0.00000,.,-6.43491
1966-06-01,32.38,35.4191,.,0.00000,.,-5.61265
1966-07-01,32.45,35.6129,.,0.00000,.,-9.04523
1966-08-01,32.65,35.6406,.,0.00000,.,3.03867
1966-09-01,32.75,35.9729,.,1.71233,.,-6.52368
1966-10-01,32.85,36.2221,.,0.00000,.,-19.40727
1966-11-01,32.88,35.9729,.,0.00000,.,13.99763
1966-12-01,32.92,36.0560,.,0.00000,.,3.01769
1967-01-01,32.9,36.2261,.,0.00000,.,7.77778
1967-02-01,33.0,35.8152,.,1.01010,.,5.24836
1967-03-01,33.0,35.6133,.,0.00000,.,-5.96616
1967-04-01,33.1,35.9492,.,0.00000,.,3.31439
1967-05-01,33.1,35.6356,.,0.00000,.,19.52337
1967-06-01,33.3,35.6311,.,0.00000,.,-4.29448
1967-07-01,33.4,35.5500,.,0.00000,.,9.29487
1967-08-01,33.5,36.2311,.,2.33333,.,3.15249
1967-09-01,33.6,36.1723,.,0.00000,.,0.99502
1967-10-01,33.7,36.4669,.,0.00000,.,4.92611
1967-11-01,33.9,36.9884,.,0.00000,.,3.15225
1967-12-01,34.0,37.3868,.,0.00000,.,-14.95449
1968-01-01,34.1,37.3465,.,0.00000,.,5.50459
1968-02-01,34.2,37.4804,.,0.00000,.,10.14493
1968-03-01,34.3,37.5974,.,0.00000,.,-3.55263
1968-04-01,34.4,37.6518,.,0.00000,.,6.00273
1968-05-01,34.5,38.0741,.,0.00000,.,-9.39511
1968-06-01,34.7,38.2140,.,0.00000,.,-0.21307
1968-07-01,34.9,38.1554,.,0.00000,.,7.61566
1968-08-01,35.0,38.2619,.,0.00000,.,-1.12434
1968-09-01,35.1,38.4068,.,0.00000,.,4.08027
1968-10-01,35.3,38.4830,.,0.00000,.,0.83548
1968-11-01,35.4,38.9808,.,0.00000,.,3.88783
1968-12-01,35.6,39.1039,.,0.00000,.,-5.03067
1969-01-01,35.7,39.3405,.,0.00000,.,14.27649
1969-02-01,35.8,39.5922,.,0.00000,.,-3.61786
1969-03-01,36.1,39.9027,.,5.86319,.,-8.44575
1969-04-01,36.3,39.7559,.,3.07692,.,-2.37028
1969-05-01,36.4,39.6056,.,0.00000,.,3.87139
1969-06-01,36.6,39.9925,.,0.00000,.,-3.47442
1969-07-01,36.8,40.2037,.,0.00000,.,-10.47120
1969-08-01,36.9,40.2961,.,0.00000,.,-0.73099
1969-09-01,37.1,40.2870,.,0.00000,.,10.97202
1969-10-01,37.3,40.2988,.,0.00000,.,-8.36098
1969-11-01,37.5,39.9189,.,0.00000,.,-11.00652
1969-12-01,37.7,39.8118,.,0.00000,.,7.97396
1970-01-01,37.9,39.0746,.,0.00000,.,-18.23662
1970-02-01,38.1,39.0488,.,0.00000,.,20.27650
1970-03-01,38.3,38.9981,.,0.00000,.,1.07280
1970-04-01,38.5,38.8979,.,0.00000,.,-4.16983
1970-05-01,38.6,38.8525,.,0.00000,.,2.05696
1970-06-01,38.8,38.7269,.,0.00000,.,7.36434
1970-07-01,38.9,38.8219,.,-1.19403,.,9.53069
1970-08-01,39.0,38.7527,.,0.00000,.,-7.77851
1970-09-01,39.2,38.4856,.,0.00000,.,9.64975
1970-10-01,39.4,37.7157,.,0.00000,.,2.99870
1970-11-01,39.6,37.4873,.,0.00000,.,4.24051
1970-12-01,39.8,38.3482,.,7.55287,.,14.93625
1971-01-01,39.9,38.6432,.,0.00000,.,-3.43370
1971-02-01,39.9,38.5695,.,0.00000,.,-4.75930
1971-03-01,40.0,38.5278,.,0.00000,.,9.70706
1971-04-01,40.1,38.7441,.,0.00000,.,3.97906
1971-05-01,40.3,38.9407,.,0.00000,.,3.17221
1971-06-01,40.5,39.1040,.,0.00000,.,-1.12250
1971-07-01,40.6,38.9905,.,0.00000,.,2.81343
1971-08-01,40.7,38.7642,.,0.00000,.,3.60058
1971-09-01,40.8,39.3942,.,0.00000,.,-5.42169
1971-10-01,40.9,39.6891,.,0.00000,.,4.26262
1971-11-01,41.0,39.8576,.,0.00000,.,2.53759
1971-12-01,41.1,40.3177,.,0.00000,.,5.17874
1972-01-01,41.2,41.2876,.,0.00000,.,8.67102
1972-02-01,41.4,41.6865,.,0.00000,.,-4.17001
1972-03-01,41.4,41.9746,.,0.00000,.,-2.34310
1972-04-01,41.5,42.4183,.,0.00000,.,-3.64182
1972-05-01,41.6,42.3963,.,0.00000,.,-1.24500
1972-06-01,41.7,42.5166,.,0.00000,.,1.48582
1972-07-01,41.8,42.4980,.,0.00000,.,-0.08873
1972-08-01,41.9,43.0629,.,0.00000,.,5.77265
1972-09-01,42.1,43.3918,.,0.00000,.,4.15617
1972-10-01,42.2,43.9718,.,0.00000,.,0.16123
1972-11-01,42.4,44.4919,.,0.00000,.,-2.57545
1972-12-01,42.5,45.0015,.,0.00000,.,-2.27179
1973-01-01,42.7,45.2942,.,0.00000,.,4.86052
1973-02-01,43.0,45.9656,.,0.00000,.,-7.73881
1973-03-01,43.4,45.9872,.,0.00000,.,3.32023
1973-04-01,43.7,45.9237,.,0.00000,.,-11.88161
1973-05-01,43.9,46.2192,.,0.00000,.,8.73321
1973-06-01,44.2,46.2509,.,0.00000,.,-8.78199
1973-07-01,44.2,46.4421,.,0.00000,.,2.70924
1973-08-01,45.0,46.3648,.,21.06742,.,-3.39143
1973-09-01,45.2,46.7803,.,0.00000,.,-8.62994
1973-10-01,45.6,47.0954,.,0.00000,.,-10.51227
1973-11-01,45.9,47.3445,.,0.00000,.,2.80262
1973-12-01,46.3,47.2315,.,0.00000,.,-11.48492
1974-01-01,46.8,46.8994,.,134.57077,.,-4.91481
1974-02-01,47.3,46.7538,.,0.00000,.,20.74431
1974-03-01,47.8,46.7685,.,0.00000,.,-11.24429
1974-04-01,48.1,46.6069,.,0.00000,.,3.34405
1974-05-01,48.6,46.9743,.,0.00000,.,-11.26322
1974-06-01,49.0,46.9233,.,0.00000,.,6.10098
1974-07-01,49.3,46.9464,.,0.00000,.,-13.02049
1974-08-01,49.9,46.4907,.,0.00000,.,-13.22188
1974-09-01,50.6,46.5136,.,0.00000,.,0.70053
1974-10-01,51.0,46.3401,.,10.38576,.,-6.95652
1974-11-01,51.5,44.8209,.,0.00000,.,-4.11215
1974-12-01,51.9,43.2340,.,0.00000,.,-4.97076
1975-01-01,52.3,42.6409,.,0.00000,.,5.84615
1975-02-01,52.6,41.6602,.,0.00000,.,-12.40310
1975-03-01,52.8,41.2135,.,0.00000,.,9.84513
1975-04-01,53.0,41.2460,.,0.00000,.,1.20846
1975-05-01,53.1,41.1515,.,0.00000,.,11.54229
1975-06-01,53.5,41.4224,.,0.00000,.,-3.03301
1975-07-01,54.0,41.8234,.,0.00000,.,12.78749
1975-08-01,54.2,42.2573,.,0.00000,.,2.77325
1975-09-01,54.6,42.7796,.,0.00000,.,0.31746
1975-10-01,54.9,42.9687,.,0.00000,.,6.32911
1975-11-01,55.3,43.0614,.,0.00000,.,1.19048
1975-12-01,55.6,43.5973,.,0.00000,.,-2.86765
1976-01-01,55.8,44.2288,.,0.00000,.,3.48221
1976-02-01,55.9,44.6725,.,7.79570,.,12.50914
1976-03-01,56.0,44.7125,.,0.58188,.,-7.60728
1976-04-01,56.1,44.9643,.,0.57851,.,-1.82970
1976-05-01,56.4,45.1741,.,0.00000,.,4.58781
1976-06-01,56.7,45.1830,.,0.00000,.,2.46744
1976-07-01,57.0,45.4535,.,0.00000,.,-6.28763
1976-08-01,57.3,45.7737,.,0.00000,.,10.63526
1976-09-01,57.6,45.9031,.,14.21528,.,10.96774
1976-10-01,57.9,45.9207,.,0.00000,.,-5.29070
1976-11-01,58.1,46.5978,.,0.00000,.,0.73665
1976-12-01,58.4,47.0854,.,0.00000,.,9.93297
1977-01-01,58.7,46.8276,.,0.00000,.,-15.35477
1977-02-01,59.3,47.5417,.,0.00000,.,27.24296
1977-03-01,59.6,48.1310,.,0.00000,.,6.17602
1977-04-01,60.0,48.5838,.,0.00000,.,-8.28890
1977-05-01,60.2,48.9891,.,0.00000,.,4.17548
1977-06-01,60.5,49.3428,.,0.00000,.,-3.95738
1977-07-01,60.8,49.4120,.,0.00000,.,8.71632
1977-08-01,61.1,49.4259,.,6.83453,.,-1.84645
1977-09-01,61.3,49.6639,.,0.00000,.,-3.51485
1977-10-01,61.6,49.7592,.,0.00000,.,4.77168
1977-11-01,62.0,49.8117,.,0.00000,.,0.00000
1977-12-01,62.3,49.8949,.,0.00000,.,4.89716
1978-01-01,62.7,49.2066,.,0.00000,.,-19.79458
1978-02-01,63.0,49.4502,.,0.00000,.,1.16414
1978-03-01,63.4,50.3928,.,0.00000,.,16.91600
1978-04-01,63.9,51.4368,.,0.00000,.,8.12008
1978-05-01,64.5,51.6276,.,0.00000,.,-5.55303
1978-06-01,65.0,51.9833,.,0.00000,.,-0.24096
1978-07-01,65.5,51.9592,.,0.00000,.,1.06280
1978-08-01,65.9,52.1543,.,0.00000,.,-4.58891
1978-09-01,66.5,52.2860,.,0.00000,.,-1.30261
1978-10-01,67.1,52.7054,.,0.00000,.,0.55838
1978-11-01,67.5,53.1047,.,0.00000,.,5.70419
1978-12-01,67.9,53.3886,.,0.00000,.,-2.38777
1979-01-01,68.5,53.0453,.,0.00000,.,-20.25440
1979-02-01,69.2,53.3303,.,6.73401,.,-6.74847
1979-03-01,69.9,53.4973,.,0.00000,.,21.51316
1979-04-01,70.6,52.8938,.,0.00000,.,-5.36004
1979-05-01,71.4,53.3187,.,14.19558,.,7.32265
1979-06-01,72.2,53.3157,.,5.52486,.,1.97228
1979-07-01,73.0,53.2433,.,13.87435,.,-7.99791
1979-08-01,73.7,52.8899,.,21.83908,.,1.02273
1979-09-01,74.4,52.9486,.,7.54717,.,3.03712
1979-10-01,75.2,53.2390,.,1.75439,.,-8.24236
1979-11-01,76.0,53.1918,.,6.89655,.,-9.33968
1979-12-01,76.9,53.2603,.,4.83871,.,-1.70604
1980-01-01,78.0,53.5037,.,0.00000,.,-10.48064
1980-02-01,79.0,53.5053,.,13.84615,.,0.67114
1980-03-01,80.1,53.3294,.,2.70270,.,-22.44444
1980-04-01,80.9,52.2336,.,3.94737,.,0.38204
1980-05-01,81.7,50.9638,.,0.00000,.,-11.79829
1980-06-01,82.5,50.3348,.,0.00000,.,29.01834
1980-07-01,82.6,49.9462,.,0.00000,.,6.10368
1980-08-01,83.2,50.1256,.,-3.79747,.,13.15997
1980-09-01,83.9,50.9386,.,-5.26316,.,2.43733
1980-10-01,84.7,51.5813,.,0.00000,.,3.53501
1980-11-01,85.6,52.4717,.,0.00000,.,-0.85358
1980-12-01,86.4,52.7685,.,2.77778,.,-1.85430
1981-01-01,87.2,52.4668,.,2.70270,.,4.38596
1981-02-01,88.0,52.2260,.,0.00000,.,-19.45701
1981-03-01,88.6,52.5025,.,0.00000,.,4.81541
1981-04-01,89.1,52.2691,.,0.00000,.,4.13476
1981-05-01,89.7,52.5803,.,0.00000,.,-16.17647
1981-06-01,90.5,52.8284,.,-5.26316,.,-8.33333
1981-07-01,91.5,53.1751,.,0.00000,.,-0.38278
1981-08-01,92.2,53.1679,.,0.00000,.,-9.70221
1981-09-01,93.1,52.8514,.,0.00000,.,-3.08511
1981-10-01,93.4,52.4949,.,-2.77778,.,-4.17124
1981-11-01,93.8,51.8940,.,2.85714,.,-4.12371
1981-12-01,94.1,51.3274,.,-2.77778,.,8.72162
1982-01-01,94.4,50.3043,12.9180000000000000,-3.28571,.,-7.36264
1982-02-01,94.7,51.3016,14.2794444444444444,-6.76514,.,2.72835
1982-03-01,94.7,50.9104,13.3147826086956522,-9.75919,.,7.50577
1982-04-01,95.0,50.4627,13.3447619047619048,17.45084,.,-1.50376
1982-05-01,95.9,50.1380,12.7140000000000000,7.41405,.,11.77754
1982-06-01,97.0,49.9692,13.0786363636363636,-2.39354,.,-12.00000
1982-07-01,97.5,49.8138,11.8633333333333333,-2.59481,.,29.26829
1982-08-01,97.7,49.3773,8.9972727272727273,-0.61475,.,-10.29160
1982-09-01,97.7,49.2260,8.1928571428571429,4.94845,.,9.36902
1982-10-01,98.1,48.7874,7.9675000000000000,0.14033,.,2.53497
1982-11-01,98.0,48.5920,8.3463157894736842,-4.28812,.,16.96505
1982-12-01,97.7,48.2424,8.2027272727272727,-7.11567,.,-5.02915
1983-01-01,97.9,49.1762,8.1171428571428571,-1.67087,.,21.71911
1983-02-01,98.0,48.8688,8.3942105263157895,-7.18179,.,7.12484
1983-03-01,98.1,49.2654,8.6595652173913043,-0.44905,.,-5.47381
1983-04-01,98.8,49.8675,8.5135000000000000,6.21096,.,-8.34371
1983-05-01,99.2,50.2084,8.4957142857142857,-1.99281,.,20.65217
1983-06-01,99.4,50.5089,9.1395454545454545,3.33333,.,-2.42117
1983-07-01,99.8,51.2733,9.4495000000000000,2.12903,.,3.00058
1983-08-01,100.1,51.8454,9.7391304347826087,0.78964,.,7.00280
1983-09-01,100.4,52.6303,9.3614285714285714,-2.50705,.,-10.47120
1983-10-01,100.8,53.0679,8.9880000000000000,-2.25008,.,0.29240
1983-11-01,101.1,53.2534,9.1110526315789474,-1.87438,.,4.08163
1983-12-01,101.4,53.5343,9.3576190476190476,-2.01072,.,-5.43417
1984-01-01,102.1,54.6008,9.2638095238095238,1.53899,.,12.38152
1984-02-01,102.6,54.8350,9.4594736842105263,1.53250,.,19.13548
1984-03-01,102.9,55.1052,9.8895454545454545,2.04346,.,-26.41593
1984-04-01,103.3,55.4514,10.0730000000000000,-0.46487,.,11.30487
1984-05-01,103.5,55.7141,10.2231818181818182,-0.32007,.,-4.15991
1984-06-01,103.7,55.9085,10.2604761904761905,-1.81193,.,3.88952
1984-07-01,104.1,56.0842,10.5309523809523810,-4.05446,.,-6.02279
1984-08-01,104.4,56.1376,10.9004347826086957,1.73205,.,-8.42956
1984-09-01,104.7,56.0382,10.7957894736842105,0.20855,.,7.06179
1984-10-01,105.1,55.9459,10.1245454545454545,-1.86278,.,-6.36042
1984-11-01,105.3,56.1667,8.9247368421052632,-2.31879,.,6.22642
1984-12-01,105.5,56.2296,8.3375000000000000,-9.49890,.,-4.55891
1985-01-01,105.7,56.1398,8.0200000000000000,0.83369,.,6.14144
1985-02-01,106.3,56.3323,8.5572222222222222,6.35701,.,-4.61718
1985-03-01,106.8,56.4232,8.8300000000000000,3.54589,.,10.29412
1985-04-01,107.0,56.2693,8.2219047619047619,2.00793,.,1.16667
1985-05-01,107.2,56.3488,7.7331818181818182,-4.10345,.,-7.74300
1985-06-01,107.5,56.3901,7.1800000000000000,-1.73768,.,-0.23810
1985-07-01,107.7,56.0234,7.3163636363636364,0.68526,.,0.47733
1985-08-01,107.9,56.2555,7.3704545454545455,1.55878,.,3.50356
1985-09-01,108.1,56.4983,7.3331578947368421,1.92398,.,-3.84395
1985-10-01,108.5,56.2648,7.4009090909090909,4.41514,.,9.42721
1985-11-01,109.0,56.4549,7.4763157894736842,4.31647,.,-7.41549
1985-12-01,109.5,57.0458,7.3300000000000000,-11.63470,.,14.36985
1986-01-01,109.9,57.3104,7.3019047619047619,-15.73013,8.1590909090909091,1.54480
1986-02-01,109.7,56.9344,7.2905263157894737,-32.69993,8.0156250000000000,-6.28803
1986-03-01,109.1,56.5420,6.7640000000000000,-18.28779,7.5690789473684211,1.51515
1986-04-01,108.7,56.5599,6.2354545454545455,1.81487,6.9362500000000000,3.03838
1986-05-01,109.0,56.6823,6.3347619047619048,20.21484,6.9953150000000000,-4.08691
1986-06-01,109.4,56.4976,6.3966666666666667,-12.78814,7.0639904761904762,-0.37756
1986-07-01,109.5,56.8140,5.9995454545454545,-14.06192,6.6644000000000000,-3.51922
1986-08-01,109.6,56.7381,5.6852380952380952,30.38445,6.1968750000000000,1.40292
1986-09-01,110.0,56.8532,5.3523809523809524,-1.18606,5.9971590909090909,-6.64084
1986-10-01,110.2,57.1191,5.3231818181818182,-0.40904,5.9993217391304348,-0.35566
1986-11-01,110.4,57.3792,5.5000000000000000,2.39025,6.0859400000000000,-3.45033
1986-12-01,110.8,57.8623,5.6827272727272727,5.71447,6.3824428571428571,12.93900
1987-01-01,111.4,57.6850,5.5780000000000000,16.04877,6.2165180952380952,-3.21877
1987-02-01,111.8,58.4399,5.7510526315789474,-4.98499,6.4453125000000000,0.56370
1987-03-01,112.2,58.5160,5.7659090909090909,3.26639,6.4943181818181818,-3.25112
1987-04-01,112.7,58.8851,5.8157142857142857,1.84649,6.8695315000000000,-6.48899
1987-05-01,113.0,59.2653,5.8465000000000000,4.14096,7.3651315789473684,0.86741
1987-06-01,113.5,59.5409,5.8545454545454545,3.18826,7.2386363636363636,-2.08845
1987-07-01,113.8,59.9536,5.8790909090909091,6.59379,6.9925273913043478,-1.19197
1987-08-01,114.3,60.4517,6.2333333333333333,-5.06205,7.0406250000000000,1.90476
1987-09-01,114.7,60.6069,6.6214285714285714,-3.68945,7.6321022727272727,5.60748
1987-10-01,115.0,61.4910,6.3509523809523810,1.64908,8.4176136363636364,-10.61947
1987-11-01,115.4,61.8137,5.8900000000000000,-4.67553,7.5327380952380952,9.30693
1987-12-01,115.6,62.1190,5.9595454545454545,-8.87421,7.9761904761904762,-15.45894
1988-01-01,116.0,62.1469,6.0047368421052632,-0.46981,7.2281255000000000,-9.21429
1988-02-01,116.2,62.4169,5.8425000000000000,-2.30186,6.8415180952380952,15.89300
1988-03-01,116.5,62.5418,5.8700000000000000,-3.26871,6.8573369565217391,4.00543
1988-04-01,117.2,62.8959,6.0830000000000000,10.22384,7.1990131578947368,2.67624
1988-05-01,117.5,62.8223,6.4542857142857143,-2.44476,7.5156250000000000,-9.66306
1988-06-01,118.0,62.9823,6.6640909090909091,-5.20702,7.7357954545454545,4.01126
1988-07-01,118.5,63.0093,6.9480000000000000,-6.24319,8.1979171428571429,-0.74425
1988-08-01,119.0,63.2723,7.2995652173913043,0.16776,8.5887786363636364,1.77232
1988-09-01,119.5,63.0990,7.4780952380952381,-6.80881,8.4240059090909091,-0.06698
1988-10-01,119.9,63.4122,7.5970000000000000,-4.62432,8.6287204761904762,2.01072
1988-11-01,120.3,63.5128,8.0285000000000000,1.29729,9.0227272727272727,3.08804
1988-12-01,120.7,63.8233,8.3485714285714286,16.37690,9.4156250000000000,-0.38241
1989-01-01,121.2,64.0153,8.5585000000000000,10.55576,9.4017857142857143,3.71081
1989-02-01,121.6,63.7242,8.8368421052631579,-0.87305,9.7375000000000000,-12.09130
1989-03-01,122.2,63.8691,9.1422727272727273,9.08224,10.2976190476190476,-0.21053
1989-04-01,123.1,63.9124,8.9625000000000000,8.20262,10.1710940000000000,-5.83685
1989-05-01,123.7,63.4884,8.7359090909090909,-4.79087,9.7686014285714286,-0.59746
1989-06-01,124.1,63.5187,8.4345454545454545,-0.13478,9.3970172727272727,4.95868
1989-07-01,124.5,62.9354,8.1470000000000000,-1.80455,8.9732142857142857,2.14746
1989-08-01,124.5,63.5168,8.1700000000000000,-5.71167,8.8238636363636364,-6.65732
1989-09-01,124.8,63.2954,8.0145000000000000,5.78771,8.9732142857142857,-3.97898
1989-10-01,125.4,63.2542,7.8995238095238095,2.53649,8.7954545454545455,10.24238
1989-11-01,125.9,63.4616,7.9438095238095238,-1.34886,8.5454545454545455,-4.18440
1989-12-01,126.3,63.8467,7.8795000000000000,6.39758,8.5098684210526316,-7.40192
1990-01-01,127.5,63.4228,7.8980952380952381,7.36438,8.3494318181818182,23.98082
1990-02-01,128.0,64.0446,8.0021052631578947,-2.35414,8.3656250000000000,-7.35010
1990-03-01,128.6,64.3580,8.1700000000000000,-7.64429,8.4914772727272727,-10.29923
1990-04-01,128.9,64.2602,8.0405000000000000,-8.99207,8.5699015789473684,-3.18076
1990-05-01,129.1,64.3973,8.0068181818181818,-1.85664,8.4754466666666667,-2.88462
1990-06-01,129.9,64.6041,7.9866666666666667,-7.49027,8.3519347619047619,-2.88779
1990-07-01,130.5,64.5205,7.8747619047619048,10.47359,8.2208809090909091,-0.50977
1990-08-01,131.6,64.7326,7.6943478260869565,45.79891,8.0909090909090909,-4.78224
1990-09-01,132.5,64.8145,7.5978947368421053,23.96776,8.1875000000000000,-0.44843
1990-10-01,133.4,64.3274,7.4000000000000000,6.63461,8.1691578260869565,-8.64865
1990-11-01,133.7,63.5753,7.2905000000000000,-10.08296,8.1647727272727273,12.91913
1990-12-01,134.2,63.1594,6.9495000000000000,-15.36533,7.9218752631578947,-15.37118
1991-01-01,134.7,62.8852,6.4104761904761905,-8.69883,7.3373581818181818,-17.64706
1991-02-01,134.8,62.4462,6.1163157894736842,-17.77315,6.7125000000000000,20.92732
1991-03-01,134.8,62.1190,6.0935000000000000,-3.23052,6.5687500000000000,-4.55959
1991-04-01,135.1,62.2415,5.8254545454545455,4.84894,6.2232142857142857,8.68621
1991-05-01,135.6,62.8646,5.6336363636363636,2.00259,6.0595238095238095,-0.49950
1991-06-01,136.0,63.4372,5.7510000000000000,-4.91996,6.2062500000000000,4.01606
1991-07-01,136.2,63.5128,5.7509090909090909,6.06586,6.1385869565217391,2.60618
1991-08-01,136.6,63.5671,5.4977272727272727,1.25117,5.7708333333333333,-1.31703
1991-09-01,137.0,64.1330,5.3735000000000000,0.77923,5.6190476190476190,-3.24118
1991-10-01,137.2,64.0213,5.1440909090909091,6.27259,5.4701086956521739,6.30542
1991-11-01,137.8,63.9480,4.6894736842105263,-3.28483,5.0714285714285714,2.22428
1991-12-01,138.2,63.6937,4.1842857142857143,-13.12264,4.6062500000000000,-2.17588
1992-01-01,138.3,63.3374,3.9061904761904762,-3.57125,4.1814631818181818,8.98981
1992-02-01,138.6,63.7911,3.9500000000000000,0.92986,4.1750000000000000,6.29252
1992-03-01,139.1,64.3212,4.1386363636363636,-0.41590,4.3860086363636364,3.76000
1992-04-01,139.4,64.8088,3.8390476190476190,7.01523,4.1703125000000000,-15.26600
1992-05-01,139.7,65.0202,3.7190000000000000,3.44317,3.9601152631578947,10.46406
1992-06-01,140.1,65.0295,3.7450000000000000,6.85291,3.9943181818181818,-5.68369
1992-07-01,140.5,65.6172,3.2795454545454545,-2.75307,3.5169834782608696,-0.52402
1992-08-01,140.8,65.2943,3.1990476190476190,-1.87968,3.4500000000000000,7.63828
1992-09-01,141.1,65.4460,2.9685714285714286,2.58548,3.2837359090909091,-3.26264
1992-10-01,141.7,65.9369,2.9328571428571429,-0.97708,3.4371450000000000,4.89039
1992-11-01,142.1,66.2174,3.2057894736842105,-6.20620,3.7961314285714286,-2.41158
1992-12-01,142.3,66.2772,3.2913636363636364,-4.59640,3.6369047619047619,1.07084
1993-01-01,142.8,66.5643,3.0710526315789474,-1.71072,3.3468750000000000,-1.38549
1993-02-01,143.1,66.8594,2.9926315789473684,5.12713,3.2386720000000000,0.00000
1993-03-01,143.3,66.7658,3.0143478260869565,1.46611,3.2401495652173913,-10.49587
1993-04-01,143.8,67.0000,2.9304761904761905,-0.37843,3.2265625000000000,16.15882
1993-05-01,144.2,66.7674,3.0250000000000000,-1.62802,3.2434210526315789,0.15898
1993-06-01,144.3,66.8781,3.1445454545454545,-4.36309,3.3377131818181818,1.58730
1993-07-01,144.5,67.0845,3.1109523809523810,-6.31358,3.2940340909090909,-2.03125
1993-08-01,144.8,67.0140,3.0904545454545455,0.80040,3.2619047619047619,3.66826
1993-09-01,145.0,67.3345,3.0085714285714286,-2.74863,3.2102272727272727,3.30769
1993-10-01,145.6,67.8515,3.0920000000000000,3.60283,3.3869047619047619,3.64855
1993-11-01,146.0,68.1326,3.1795000000000000,-7.96914,3.4886363636363636,-1.14943
1993-12-01,146.3,68.5054,3.1277272727272727,-13.10857,3.3735119047619048,11.40988
1994-01-01,146.3,68.7648,3.0445000000000000,3.37698,3.2718750000000000,-17.02544
1994-02-01,146.7,68.7836,3.3305263157894737,-1.46667,3.5531250000000000,5.11006
1994-03-01,147.1,69.4766,3.5908695652173913,-0.81191,3.8773782608695652,16.97831
1994-04-01,147.2,69.8703,3.7805263157894737,11.73261,4.1315789473684211,-6.32992
1994-05-01,147.5,70.2281,4.2676190476190476,9.15751,4.6500000000000000,4.16382
1994-06-01,147.9,70.6763,4.2490909090909091,6.65548,4.6370740909090909,-7.66710
1994-07-01,148.4,70.7846,4.4565000000000000,3.04143,4.8582590476190476,2.12917
1994-08-01,149.0,71.2053,4.6117391304347826,-6.46310,4.9183240909090909,0.76442
1994-09-01,149.3,71.4767,4.7514285714285714,-5.00544,5.1278409090909091,1.65517
1994-10-01,149.4,72.0820,5.1020000000000000,1.43184,5.6223957142857143,-1.62822
1994-11-01,149.8,72.5263,5.4490000000000000,2.20215,5.8810372727272727,4.20690
1994-12-01,150.1,73.2879,5.7647619047619048,-5.19337,6.3843750000000000,-3.70615
1995-01-01,150.5,73.4219,5.9015000000000000,4.83683,6.3374257142857143,-3.29897
1995-02-01,150.9,73.3025,5.9394736842105263,3.00167,6.2617190000000000,-6.46766
1995-03-01,151.2,73.4081,5.9104347826086957,0.10793,6.2686821739130435,-5.09119
1995-04-01,151.8,73.3612,5.8378947368421053,7.11590,6.2361111111111111,1.44115
1995-05-01,152.1,73.6104,5.8477272727272727,-0.65425,6.1250000000000000,3.70955
1995-06-01,152.4,73.8602,5.6390909090909091,-6.68693,6.0058590909090909,-2.51142
1995-07-01,152.6,73.5664,5.5930000000000000,-6.08035,5.8978795238095238,14.05152
1995-08-01,152.9,74.4950,5.5656521739130435,4.21965,5.9021663636363636,-3.08008
1995-09-01,153.1,74.7937,5.4340000000000000,1.10926,5.8642114285714286,-3.31921
1995-10-01,153.5,74.7017,5.4442857142857143,-4.33352,5.9375000000000000,0.00000
1995-11-01,153.7,74.8897,5.5180952380952381,3.15367,5.8774859090909091,6.06282
1995-12-01,153.9,75.1755,5.2940000000000000,5.83658,5.7652142105263158,-1.44628
1996-01-01,154.7,74.6841,5.1504761904761905,-0.84034,5.5427918181818182,2.51572
1996-02-01,155.0,75.8344,4.9645000000000000,1.00636,5.2751114285714286,1.63599
1996-03-01,155.5,75.7631,5.0976190476190476,12.00839,5.3941600000000000,-4.49363
1996-04-01,156.1,76.4562,5.0877272727272727,10.34644,5.4939465000000000,6.46067
1996-05-01,156.4,77.0161,5.1536363636363636,-9.84302,5.4966519047619048,-0.79156
1996-06-01,156.7,77.6669,5.2315000000000000,-3.76471,5.5697275000000000,-2.46011
1996-07-01,157.0,77.5662,5.2981818181818182,4.25428,5.6402856521739130,0.34083
1996-08-01,157.2,78.0160,5.1890909090909091,3.00188,5.5273438095238095,5.77446
1996-09-01,157.7,78.5532,5.2375000000000000,9.24408,5.6177457142857143,-5.26654
1996-10-01,158.2,78.5065,5.1231818181818182,3.79325,5.5448373913043478,-5.62712
1996-11-01,158.7,79.1996,5.1694736842105263,-4.77912,5.5000000000000000,6.96839
1996-12-01,159.1,79.7143,5.0404761904761905,7.08562,5.5517585000000000,-7.99194
1997-01-01,159.4,79.8273,5.1657142857142857,-0.86648,5.5653409090909091,-1.09489
1997-02-01,159.7,80.7930,5.1421052631578947,-11.76003,5.5101570000000000,9.66790
1997-03-01,159.8,81.3340,5.2845000000000000,-5.49302,5.6245900000000000,-1.95155
