,IndustrialProdGrowth,CreditPremium,Yield spread,Yield Curve PCA,SP500 Return,Portfolio Estimated Return,Value
2346,2.2329051166865423,2.0312424346530205,1.8277566025340364,-3.8628635097318704,0.09967486026013238,6.649633306251286,16373.743048577928
2572,2.3544503656986664,2.040876565328223,2.2386111605742496,-3.1714357778459585,0.09888643669430613,6.113064236628605,15052.520709060807
489,2.140279730135889,2.0516693198176514,0.0799926988107938,-2.0297244419540617,0.09878293216904503,5.86170695730238,14433.590413880751
