,IndustrialProdGrowth,CreditPremium,Yield spread,Yield Curve PCA,SP500 Return,Portfolio Estimated Return,Value
4027,-14.751724470214121,0.22503861338596756,0.984955474904641,0.9185491449313187,-0.1742390109822846,-8.814351501812377,-21704.042912388064
4165,-14.424181119890148,0.2122534988847751,1.6411315253868386,0.21923685161001172,-0.1817913321209439,-8.540908391828205,-21030.729510718862
3029,-14.042564178270373,0.2554940170215205,0.105987391662438,0.9093677272076192,-0.17221954067345385,-8.257589916837606,-20333.099476586012
