DATE,CPIAUCSL,INDPRO,DGS3MO,WTISPLC_PCH,USD3MTD156N,HOUST_PCH,UNRATE,BAMLC0A4CBBBEY,BAMLC0A1CAAAEY,DGS10,THREEFFTP10_PCH,DGS5,DGS2,DGS1,DGS1MO
2011-02-01,221.898,95.5154,0.132105263,0.17893,0.3119,-17.93651,9,4.7515,3.0615,3.576315789,7.72793,2.257894737,0.772631579,0.286315789,0.114736842
2011-03-01,223.046,96.4643,0.100434783,14.91404,0.308434783,16.05416,9,4.615652174,2.957391304,3.414347826,-6.54092,2.113478261,0.697391304,0.259130435,0.064782609
2011-04-01,224.093,96.1187,0.0585,6.89722,0.281382222,-7.66667,9.1,4.581428571,2.904761905,3.455,1.54927,2.169,0.7345,0.2465,0.0295
2011-05-01,224.806,96.3377,0.040952381,-7.9153,0.260713,1.26354,9,4.345,2.649090909,3.168571429,-11.89297,1.842380952,0.555238095,0.188095238,0.024285714
2011-06-01,224.806,96.6154,0.037272727,-4.97385,0.247824091,8.3779,9.1,4.308636364,2.516363636,3.002272727,-10.17386,1.58,0.410454545,0.180909091,0.019090909
2011-07-01,225.395,97.1292,0.0375,0.93468,0.249911905,2.46711,9,4.312272727,2.494090909,3.003,1.03594,1.541,0.4065,0.185,0.0375
2011-08-01,226.106,97.6731,0.024347826,-11.17399,0.293237727,-6.09952,9,4.171304348,2.227826087,2.303043478,-42.43114,1.021304348,0.230434783,0.114782609,0.017391304
2011-09-01,226.597,97.6494,0.013809524,-0.83401,0.350226818,11.11111,9,4.342272727,2.195909091,1.975238095,-37.66467,0.90047619,0.211428571,0.104761905,0.005714286
2011-10-01,226.75,98.3222,0.019,0.93447,0.406478571,-6.15385,8.8,4.605714286,2.30047619,2.152,20.49466,1.0615,0.2805,0.1145,0.0135
2011-11-01,227.169,98.2433,0.014,12.49855,0.475291818,16.55738,8.6,4.451363636,2.195454545,2.0135,-17.64672,0.908,0.2535,0.112,0.014
2011-12-01,227.223,98.7876,0.011428571,1.39903,0.5557375,-2.391,8.5,4.548181818,2.317727273,1.978095238,-9.9321,0.891428571,0.257142857,0.115238095,0.003333333
2012-01-01,227.842,99.3925,0.0345,1.69423,0.5659,4.17867,8.3,4.428571429,2.08,1.9665,-5.87332,0.835,0.2405,0.115,0.0245
2012-02-01,228.329,99.6203,0.092,2.00519,0.503240476,-2.62794,8.3,4.146190476,1.997142857,1.9675,-6.30249,0.831,0.278,0.161,0.0635
2012-03-01,228.807,99.1551,0.084090909,3.8533,0.473288636,-1.27841,8.2,4.08826087,2.026956522,2.172727273,40.90187,1.017272727,0.344545455,0.19,0.063636364
2012-04-01,229.187,99.9006,0.083809524,-2.69329,0.466807895,8.34532,8.2,4.047,1.906,2.052857143,-16.23867,0.894761905,0.291904762,0.183333333,0.066666667
2012-05-01,228.713,100.0924,0.089545455,-8.35188,0.466531818,-5.9761,8.2,4.013478261,1.879130435,1.803181818,-49.29071,0.761818182,0.285,0.191818182,0.065909091
2012-06-01,228.524,100.0728,0.091428571,-12.97782,0.465586842,6.9209,8.2,4.036818182,1.871818182,1.622380952,-79.93173,0.711428571,0.291904762,0.189047619,0.051904762
2012-07-01,228.59,100.3354,0.097142857,6.69822,0.453554545,-2.24571,8.2,3.804545455,1.699545455,1.526666667,-166.33785,0.61952381,0.248095238,0.185714286,0.06952381
2012-08-01,229.918,99.856,0.102608696,7.08518,0.4326,1.89189,8.1,3.72,1.673478261,1.67826087,-481.36415,0.713913043,0.268695652,0.183478261,0.092173913
2012-09-01,231.015,99.9049,0.105263158,0.59473,0.3856325,12.33422,7.8,3.577619048,1.607619048,1.723157895,20.80252,0.668947368,0.255263158,0.175789474,0.075263158
2012-10-01,231.638,100.1167,0.104761905,-5.43708,0.33048913,8.02834,7.8,3.388636364,1.592272727,1.746190476,3.10741,0.708571429,0.277142857,0.17952381,0.10952381
2012-11-01,231.249,100.5991,0.0935,-3.24886,0.311022727,-8.96175,7.7,3.350909091,1.536818182,1.654,-46.97174,0.665,0.268,0.1785,0.1245
2012-12-01,231.221,100.9542,0.07,1.83476,0.309473684,17.16687,7.9,3.354,1.587,1.719,59.7266,0.696,0.257,0.1585,0.0395
2013-01-01,231.679,100.8204,0.074285714,7.29745,0.302613636,-9.01639,8,3.324545455,2.054090909,1.914761905,143.91789,0.805238095,0.265238095,0.145238095,0.051904762
2013-02-01,232.937,101.3995,0.098947368,0.66533,0.290495,8.33333,7.7,3.407,2.0805,1.984210526,28.61916,0.846315789,0.267368421,0.157368421,0.076842105
2013-03-01,232.282,101.8114,0.087,-2.38145,0.2819,4.9896,7.5,3.374761905,2.052857143,1.9575,-5.57872,0.8185,0.256,0.1475,0.078
2013-04-01,231.797,101.6364,0.06,-1.0532,0.277142857,-17.32673,7.6,3.250454545,1.955909091,1.759090909,-48.46681,0.710454545,0.232272727,0.124545455,0.049090909
2013-05-01,231.893,101.7476,0.044090909,2.96514,0.274169048,11.37725,7.5,3.303043478,2.05826087,1.928181818,70.81691,0.840909091,0.250454545,0.118636364,0.020454545
2013-06-01,232.445,101.9549,0.0505,1.05485,0.27374,-9.78495,7.5,3.824285714,2.442857143,2.3,109.75116,1.2035,0.3335,0.142,0.0345
2013-07-01,232.9,101.5204,0.035454545,9.25887,0.267582609,4.88677,7.3,4.00826087,2.700434783,2.582272727,42.56647,1.403181818,0.340909091,0.121818182,0.020909091
2013-08-01,233.456,102.1907,0.043636364,1.81523,0.263395238,4.20455,7.2,4.073333333,2.841428571,2.737272727,17.26803,1.520454545,0.356363636,0.126818182,0.036818182
2013-09-01,233.544,102.717,0.016,-0.26274,0.253178571,-7.30643,7.2,4.125714286,2.89952381,2.8095,4.54731,1.596,0.404,0.1185,0.0175
2013-10-01,233.669,102.5371,0.047272727,-5.40973,0.241765217,8.82353,7.2,3.919565217,2.742173913,2.615909091,-14.5641,1.366818182,0.335454545,0.121363636,0.105909091
2013-11-01,234.1,102.8379,0.067894737,-6.64412,0.238245238,18.91892,6.9,3.894545455,2.802272727,2.718421053,9.06527,1.371052632,0.303684211,0.121578947,0.046842105
2013-12-01,234.719,103.1504,0.066666667,4.01662,0.2438975,-8.90909,6.7,3.901428571,2.87047619,2.901904762,16.56573,1.576190476,0.34,0.132857143,0.019047619
2014-01-01,235.288,102.7216,0.043333333,-3.08307,0.238229545,-11.37725,6.6,3.809545455,2.807727273,2.858095238,-1.91664,1.646666667,0.393809524,0.116190476,0.017142857
2014-02-01,235.547,103.5917,0.052631579,6.55253,0.2352025,6.30631,6.7,3.708,2.705,2.709473684,-10.87705,1.515789474,0.326842105,0.116842105,0.046842105
2014-03-01,236.028,104.5889,0.052380952,-0.01984,0.234097619,2.75424,6.7,3.7,2.723809524,2.723333333,0.44039,1.63952381,0.399047619,0.128095238,0.051428571
2014-04-01,236.468,104.6371,0.030952381,1.25992,0.227495,7.52577,6.2,3.623809524,2.602857143,2.705238095,-0.86218,1.700952381,0.417142857,0.107619048,0.023333333
2014-05-01,236.918,105.0152,0.032380952,0.10777,0.22609,-3.45158,6.3,3.465652174,2.505217391,2.559047619,-11.55118,1.592857143,0.389047619,0.096666667,0.026666667
2014-06-01,237.231,105.4081,0.035714286,3.53298,0.230945238,-9.53327,6.1,3.468095238,2.572380952,2.598571429,1.52236,1.679047619,0.452380952,0.104761905,0.024285714
2014-07-01,237.498,105.6157,0.026363636,-2.07959,0.234173913,19.09989,6.2,3.459130435,2.548695652,2.542272727,-6.75111,1.699545455,0.506363636,0.111363636,0.024090909
2014-08-01,237.46,105.4986,0.032857143,-6.80568,0.23465,-9.30876,6.1,3.441363636,2.485454545,2.42,-10.29652,1.631428571,0.472380952,0.107142857,0.03
2014-09-01,237.477,105.8138,0.02,-3.44935,0.234031818,3.96341,5.9,3.537727273,2.588636364,2.534285714,8.07676,1.773809524,0.566666667,0.10952381,0.011428571
2014-10-01,237.43,105.8357,0.016818182,-9.45178,0.231376087,4.98534,5.7,3.498695652,2.525217391,2.304090909,-18.30755,1.545909091,0.445454545,0.104545455,0.020909091
2014-11-01,236.983,106.6634,0.021666667,-10.20142,0.2328625,-6.79702,5.8,3.628095238,2.563333333,2.325555556,0.65223,1.620555556,0.527222222,0.134444444,0.041666667
2014-12-01,236.252,106.5085,0.029090909,-21.77068,0.244607143,7.19281,5.6,3.784545455,2.511363636,2.207272727,-20.81382,1.64,0.635454545,0.214545455,0.025
2015-01-01,234.747,105.9806,0.0275,-20.35756,0.254319048,1.11836,5.7,3.642380952,2.258571429,1.8815,-45.65385,1.3745,0.5515,0.1955,0.018
2015-02-01,235.342,105.4425,0.017894737,7.11563,0.25842,-18.34101,5.5,3.651428571,2.331904762,1.975263158,17.54971,1.472631579,0.618947368,0.224210526,0.017894737
2015-03-01,235.976,105.1464,0.027727273,-5.4567,0.268297727,8.35214,5.4,3.564090909,2.523181818,2.042727273,11.31513,1.519090909,0.640454545,0.253636364,0.022727273
2015-04-01,236.222,104.5272,0.023181818,13.86449,0.27596,23.95833,5.4,3.412857143,2.396190476,1.935,-18.46158,1.354545455,0.54,0.233636364,0.018181818
2015-05-01,237.001,104.0742,0.0165,8.85216,0.279536842,-9.32773,5.6,3.629047619,2.624761905,2.1975,65.12634,1.5385,0.609,0.241,0.013
2015-06-01,237.657,103.7174,0.015,0.92796,0.282711364,11.67748,5.3,3.849090909,2.827727273,2.363636364,21.10836,1.683636364,0.688636364,0.275454545,0.007727273
2015-07-01,238.034,104.3243,0.032272727,-14.9114,0.290669565,-4.89627,5.2,3.904782609,2.822608696,2.324545455,-4.01617,1.632272727,0.667727273,0.296818182,0.03
2015-08-01,238.033,104.1621,0.071904762,-15.77603,0.3207975,-1.39616,5.1,3.997619048,2.778571429,2.167142857,-26.88246,1.541428571,0.697619048,0.375714286,0.035238095
2015-09-01,237.498,103.7768,0.024285714,6.08817,0.331111364,8.31858,5,4.066363636,2.762272727,2.172857143,-1.74429,1.49,0.713333333,0.373333333,0.008571429
2015-10-01,237.733,103.3976,0.016666667,1.62709,0.321359091,-13.56209,5,4.036521739,2.635652174,2.07,-14.86377,1.385714286,0.644761905,0.263333333,0.014285714
2015-11-01,238.017,102.6866,0.126315789,-8.17828,0.370971429,10.77505,5.1,4.163333333,2.782857143,2.263157895,24.04154,1.671052632,0.884736842,0.476842105,0.071052632
2015-12-01,237.761,102.1014,0.228636364,-12.37041,0.533235714,-2.21843,5,4.316818182,2.819545455,2.242727273,-17.08457,1.698636364,0.982727273,0.653636364,0.171818182
2016-01-01,237.827,102.9525,0.257368421,-14.81581,0.6195525,-3.75218,4.9,4.413333333,2.732380952,2.085263158,-30.84603,1.518421053,0.899473684,0.543157895,0.227368421
2016-02-01,237.514,102.2225,0.3145,-4.29293,0.622719048,9.06618,4.9,4.459047619,2.60047619,1.7795,-65.22004,1.222,0.7335,0.534,0.256
2016-03-01,237.99,101.4155,0.297272727,23.84565,0.632,-7.39817,5,4.155,2.555909091,1.889090909,45.10294,1.375909091,0.875,0.656363636,0.253181818
2016-04-01,238.835,101.5167,0.228095238,8.52197,0.63275,3.94973,5,3.756818182,2.425909091,1.805238095,-37.29947,1.258095238,0.768095238,0.555714286,0.187619048
2016-05-01,239.44,101.4298,0.276666667,14.62577,0.6447725,-2.33161,4.8,3.686818182,2.512727273,1.806190476,-4.9459,1.30047619,0.816190476,0.591428571,0.226190476
2016-06-01,240.144,101.8747,0.272727273,4.38878,0.651620455,6.1008,4.9,3.543636364,2.434545455,1.644090909,-146.22186,1.166363636,0.731363636,0.552272727,0.221363636
2016-07-01,240.111,102.1325,0.301,-8.42904,0.696309524,3.75,4.8,3.329545455,2.303181818,1.504,272.58204,1.0715,0.6725,0.5135,0.2635
2016-08-01,240.595,102.0407,0.299565217,0.15677,0.810223182,-7.22892,4.9,3.276086957,2.339565217,1.556521739,-14.54477,1.133043478,0.737391304,0.56826087,0.260869565
2016-09-01,241.068,102.0477,0.294285714,1.02862,0.849680455,-7.18615,5,3.298181818,2.480454545,1.63047619,-33.26467,1.178095238,0.770952381,0.593333333,0.191428571
2016-10-01,241.641,102.2485,0.3315,10.1815,0.878682857,23.22761,4.9,3.347619048,2.555238095,1.7645,-91.59736,1.272,0.843,0.6595,0.244
2016-11-01,241.993,102.0507,0.4525,-8.27642,0.908464091,-12.94474,4.7,3.672727273,2.861363636,2.142,-4331.38202,1.596,0.9795,0.736,0.3
2016-12-01,242.712,102.9281,0.511904762,13.81954,0.9753285,10.17391,4.7,3.859090909,3.108636364,2.491904762,91.92961,1.959047619,1.196666667,0.866190476,0.423333333
2017-01-01,243.717,103.0366,0.519,1.01982,1.025692857,-4.81452,4.7,3.75,3.033333333,2.4325,-10.80075,1.9165,1.2065,0.8255,0.496
2017-02-01,244.028,102.6479,0.526315789,1.84762,1.0445965,6.30182,4.6,3.7035,3.0345,2.418947368,-1.40683,1.901578947,1.201052632,0.820526316,0.482105263
2017-03-01,243.721,103.343,0.747826087,-7.74266,1.134713043,-7.4883,4.4,3.764782609,3.134782609,2.48173913,-2.40948,2.013478261,1.313043478,1.010434783,0.662608696
2017-04-01,244.058,104.2721,0.808421053,3.50699,1.159030556,-3.03541,4.4,3.6395,2.987,2.297368421,-30.51133,1.824210526,1.241052632,1.042105263,0.745789474
2017-05-01,243.926,104.4129,0.903181818,-5.05288,1.185849524,-2.34783,4.4,3.592173913,2.974782609,2.303636364,-6.78328,1.836818182,1.301818182,1.122727273,0.728181818
2017-06-01,244.179,104.5849,0.999090909,-6.80693,1.262409545,10.68566,4.3,3.501363636,2.868181818,2.186818182,-43.18836,1.774090909,1.342272727,1.200909091,0.841363636
2017-07-01,244.328,104.5427,1.0865,3.20938,1.307512857,-2.89622,4.3,3.521904762,2.89047619,2.318,56.11803,1.872,1.3725,1.2235,0.972
2017-08-01,245.304,104.0475,1.032173913,3.0238,1.314176818,-3.6454,4.4,3.465652174,2.836086957,2.209130435,-25.14738,1.776521739,1.335217391,1.229130435,0.979565217
2017-09-01,246.445,104.0502,1.0465,3.70525,1.323295714,0.94583,4.2,3.465454545,2.838636364,2.202,-21.33804,1.7975,1.3845,1.28,0.994
2017-10-01,246.57,105.6287,1.093333333,3.53272,1.360793182,6.98467,4.1,3.499090909,2.871818182,2.36,40.11596,1.980952381,1.54952381,1.397619048,0.995714286
2017-11-01,247.333,106.193,1.25047619,9.81,1.434204091,3.50318,4.2,3.564090909,2.922727273,2.353333333,-24.94476,2.05,1.696666667,1.56,1.09
2017-12-01,247.847,106.536,1.3415,2.18927,1.601752105,-7.76923,4.1,3.594285714,2.954761905,2.4025,-13.51452,2.182,1.844,1.7005,1.204
2018-01-01,248.816,106.2655,1.432380952,10.05529,1.733970909,9.59133,4.1,3.677272727,3.079545455,2.583809524,50.06687,2.381904762,2.031904762,1.802857143,1.3
2018-02-01,249.475,106.6419,1.587894737,-2.30769,1.874672,-1.97869,4.1,3.9365,3.3125,2.858947368,77.69369,2.599473684,2.175263158,1.963684211,1.380526316
2018-03-01,249.413,107.2519,1.726666667,0.80347,2.173357619,3.64907,4,4.088181818,3.402727273,2.842380952,-10.95608,2.62952381,2.275714286,2.062857143,1.636666667
2018-04-01,249.957,108.2223,1.788095238,5.61135,2.349426,-4.94382,4,4.172380952,3.44,2.869047619,-11.20417,2.701904762,2.384285714,2.153809524,1.66047619
2018-05-01,250.64,107.3639,1.899545455,5.63019,2.335608571,5.12214,3.8,4.33173913,3.531304348,2.977727273,15.73679,2.816818182,2.511818182,2.273636364,1.706818182
2018-06-01,251.176,108.1707,1.935238095,-3.01515,2.330264286,-10.7946,4,4.386363636,3.512727273,2.912380952,-16.46155,2.775714286,2.533333333,2.328095238,1.805238095
2018-07-01,251.482,108.652,1.994761905,4.58229,2.339118182,0.42017,3.8,4.366363636,3.485909091,2.889047619,-19.66657,2.777619048,2.606666667,2.387619048,1.893333333
2018-08-01,251.905,109.5246,2.072608696,-4.11383,2.323575,7.11297,3.8,4.322608696,3.456086957,2.889130435,-8.54771,2.767826087,2.635652174,2.445652174,1.940869565
2018-09-01,252.261,109.6749,2.165263158,3.18836,2.349427,-2.65625,3.7,4.411428571,3.576190476,3.004210526,16.98583,2.893684211,2.767894737,2.557894737,2.036842105
2018-10-01,252.777,109.9165,2.293181818,0.74042,2.460626522,-3.13002,3.8,4.563478261,3.735652174,3.152272727,31.90887,3.000454545,2.860909091,2.651818182,2.173636364
2018-11-01,252.662,110.5067,2.374,-19.49117,2.649184091,-0.24855,3.7,4.731818182,3.766818182,3.117,-8.31933,2.947,2.859,2.6985,2.2405
2018-12-01,252.653,110.5516,2.412105263,-13.0618,2.787742105,-7.22591,3.9,4.7335,3.603,2.832631579,-60.51286,2.681578947,2.676315789,2.655263158,2.365789474
2019-01-01,252.55,110.1185,2.423809524,3.75606,2.774177727,13.87645,4,4.601818182,3.469090909,2.713809524,-40.85395,2.536190476,2.543333333,2.57952381,2.40047619
2019-02-01,253.181,109.5631,2.437894737,6.94823,2.676678,-10.61321,3.8,4.3655,3.338,2.676315789,-15.19112,2.487894737,2.504210526,2.549473684,2.425263158
2019-03-01,254.095,109.6811,2.453809524,5.82348,2.605674762,5.80475,3.8,4.193636364,3.299090909,2.570952381,-74.81202,2.372857143,2.40952381,2.490952381,2.454285714
2019-04-01,254.943,108.9888,2.432857143,9.81943,2.5895395,5.32003,3.6,4.045714286,3.235238095,2.532380952,0.43103,2.333333333,2.344761905,2.424761905,2.425714286
2019-05-01,255.167,109.2264,2.403181818,-4.74475,2.531680952,0.07893,3.6,3.956521739,3.161304348,2.395,-348.19146,2.187727273,2.206363636,2.340454545,2.396363636
2019-06-01,255.402,109.2774,2.2195,-10.14302,2.3974965,-2.60252,3.7,3.701428571,2.867619048,2.074,318.23284,1.825,1.814,1.995,2.222
2019-07-01,256.087,109.0852,2.145,4.92133,2.293654348,-1.86235,3.7,3.562272727,2.787272727,2.059090909,10.0878,1.828181818,1.835,1.962272727,2.153181818
2019-08-01,256.294,109.8543,1.990454545,-4.42895,2.16479381,13.61386,3.7,3.298695652,2.453913043,1.626363636,141.50024,1.486818182,1.571363636,1.772272727,2.067727273
2019-09-01,256.593,109.4725,1.9345,3.9044,2.125182381,-7.48003,3.5,3.315714286,2.506190476,1.6995,-4.3997,1.565,1.648,1.796,1.986
2019-10-01,257.229,109.027,1.678636364,-5.25022,1.977421304,5.18053,3.6,3.27,2.48,1.706818182,-9.60242,1.525,1.551363636,1.608181818,1.725454545
2019-11-01,257.824,110.0388,1.572105263,5.6894,1.904811905,2.31343,3.5,3.274761905,2.536666667,1.812105263,-22.72551,1.639473684,1.612631579,1.567894737,1.583684211
2019-12-01,258.444,109.6527,1.565238095,4.99737,1.9075775,15.75492,3.5,3.216190476,2.535238095,1.862857143,-13.32111,1.682380952,1.613333333,1.549047619,1.551428571
2020-01-01,258.82,109.2128,1.552380952,-3.94122,1.81973,1.89036,3.6,3.069090909,2.448181818,1.757619048,16.97669,1.562380952,1.519047619,1.532857143,1.533333333
2020-02-01,259.05,109.3608,1.544736842,-12.13491,1.678934,-3.09215,3.5,2.9,2.241428571,1.504210526,51.63117,1.323684211,1.331052632,1.405789474,1.576315789
2020-03-01,257.953,104.3554,0.295454545,-42.20419,1.102355455,-19.01723,4.4,4.055454545,2.339545455,0.87,30.98876,0.591818182,0.448181818,0.331818182,0.370454545
2020-04-01,255.902,91.2823,0.138095238,-43.34132,1.0918845,-26.39874,14.7,3.95952381,1.913809524,0.657619048,14.85697,0.388095238,0.224761905,0.184285714,0.11
2020-05-01,255.768,92.5503,0.1275,72.56798,0.404173158,4.28266,13.3,3.318181818,1.804545455,0.674,-0.91991,0.3395,0.1705,0.1615,0.0985
2020-06-01,.,.,0.159545455,33.96359,0.310652381,.,11.1,2.78,1.581363636,0.728636364,-4.43859,0.344545455,0.185,0.176363636,0.13
2020-07-01,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
